,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
428,,,,,,,,,,,,,,,,,,2.349098,,,,,,,,,,,,eac33803-107e-4df8-afd5-248d311cd8d9,1440,,,"[72.3, 80.0]",3895052,32,,,,-2.4809906,,,,,"[56.6, 67.8]",,Low Pass,,19.882908,,,,,Odilon Kossonou,27133.0,,,,,Throw-in,1,From Throw In,Jonas Hofmann,8804.0,Right Wing,58,Bayer Leverkusen,904,['494298e8-9679-472c-bcbe-550b56374784'],53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:32:53.211,Pass,
1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494298e8-9679-472c-bcbe-550b56374784,1441,,,"[56.6, 67.8]",3895052,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,58,Bayer Leverkusen,904,['eac33803-107e-4df8-afd5-248d311cd8d9'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:32:55.560,Ball Receipt*,
2462,,,,,,"[55.8, 59.6]",,,,,,,,,,,,1.613377,,,,,,,,,,,,7cdcb872-32fc-4a9b-8d32-4cefd38dfa89,1442,,,"[56.6, 67.8]",3895052,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,58,Bayer Leverkusen,904,"['494298e8-9679-472c-bcbe-550b56374784', '8ea0d31a-3f9f-494d-b51a-f14aab84e3d9']",55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:32:55.560,Carry,
429,,,,,,,,,,,,,,,,,,1.626035,,,,,,,,,,,,8ea0d31a-3f9f-494d-b51a-f14aab84e3d9,1443,,,"[55.8, 59.6]",3895052,32,,,,-1.5707964,,Right Foot,,,"[55.8, 35.5]",,Ground Pass,,24.1,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,58,Bayer Leverkusen,904,['55d423c2-3252-4690-b83d-895b94fb5154'],57,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:32:57.174,Pass,
1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55d423c2-3252-4690-b83d-895b94fb5154,1444,,,"[55.8, 35.5]",3895052,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,58,Bayer Leverkusen,904,['8ea0d31a-3f9f-494d-b51a-f14aab84e3d9'],58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:32:58.800,Ball Receipt*,
2463,,,,,,"[61.6, 30.5]",,,,,,,,,,,,1.803552,,,,,,,,,,,,b57a6821-850d-4b4a-9a5a-2716736d8f30,1445,,,"[55.8, 35.5]",3895052,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,58,Bayer Leverkusen,904,"['55d423c2-3252-4690-b83d-895b94fb5154', '6c5735d5-1c91-44ec-83f1-984708ba36d0']",58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:32:58.800,Carry,
430,,,,,,,,,,,,,,,,,,2.015417,,,,,,,,,,,,6c5735d5-1c91-44ec-83f1-984708ba36d0,1446,,,"[61.6, 30.5]",3895052,33,,,,-1.1236762,,Right Foot,,,"[73.3, 6.1]",,Ground Pass,,27.060118,,,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,58,Bayer Leverkusen,904,['828db76f-8e28-4274-ac6f-10bd90afb644'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:00.603,Pass,
1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828db76f-8e28-4274-ac6f-10bd90afb644,1447,,,"[73.3, 6.1]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,58,Bayer Leverkusen,904,['6c5735d5-1c91-44ec-83f1-984708ba36d0'],2,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:02.619,Ball Receipt*,
2464,,,,,,"[72.5, 6.9]",,,,,,,,,,,,1.81127,,,,,,,,,,,,95a443a8-888b-40d1-b9ca-478cfa7d2c28,1448,,,"[73.3, 6.1]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,58,Bayer Leverkusen,904,"['749477c7-c74c-446b-88ee-c6c822e78808', '828db76f-8e28-4274-ac6f-10bd90afb644']",2,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:02.619,Carry,
431,,,,,,,,,,,,,,,,,,1.663121,,,,,,,,,,,,749477c7-c74c-446b-88ee-c6c822e78808,1449,,,"[72.5, 6.9]",3895052,33,,,,2.4756234,,Left Foot,,,"[62.7, 14.6]",,Ground Pass,,12.463145,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,58,Bayer Leverkusen,904,['03d13c3d-5125-47a4-a591-a5c75d84c2cd'],4,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:04.430,Pass,
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03d13c3d-5125-47a4-a591-a5c75d84c2cd,1450,,,"[62.7, 14.6]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,58,Bayer Leverkusen,904,['749477c7-c74c-446b-88ee-c6c822e78808'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:06.093,Ball Receipt*,
2465,,,,,,"[63.9, 19.4]",,,,,,,,,,,,1.741175,,,,,,,,,,,,cb044a4e-ebba-4045-88a8-0c11cc6f4ce8,1451,,,"[62.7, 14.6]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,58,Bayer Leverkusen,904,"['03d13c3d-5125-47a4-a591-a5c75d84c2cd', '10c44274-a521-49b3-9dba-6934db841d00']",6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:06.093,Carry,
432,,,,,,,,,,,,,,,,,,1.520774,,,,,,,,,,,,10c44274-a521-49b3-9dba-6934db841d00,1452,,,"[63.9, 19.4]",3895052,33,,,,2.0214577,,Left Foot,,,"[53.4, 41.1]",,Ground Pass,,24.106846,,,,,Jonathan Tah,8221.0,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,58,Bayer Leverkusen,904,['14f5b485-2564-41ed-98f8-e48569cf72c1'],7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:07.834,Pass,
1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14f5b485-2564-41ed-98f8-e48569cf72c1,1453,,,"[53.4, 41.1]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,58,Bayer Leverkusen,904,['10c44274-a521-49b3-9dba-6934db841d00'],9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:09.355,Ball Receipt*,
2466,,,,,,"[53.6, 42.3]",,,,,,,,,,,,0.718099,,,,,,,,,,,,2941f141-5449-4e07-93c1-14050d365f32,1454,,,"[53.4, 41.1]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,58,Bayer Leverkusen,904,"['14f5b485-2564-41ed-98f8-e48569cf72c1', '4d028ece-0b57-4060-bd26-85e15ce56ac8', '925b0ebd-1800-4ba8-83b4-65262feb1b33']",9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:09.355,Carry,True
3170,,,,,,,,,,,,,,,,,,0.647237,,,,,,,,,,,,4d028ece-0b57-4060-bd26-85e15ce56ac8,1455,,,"[64.5, 38.6]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Olmo Carvajal,16532.0,Left Center Forward,58,Bayer Leverkusen,904,"['2941f141-5449-4e07-93c1-14050d365f32', '925b0ebd-1800-4ba8-83b4-65262feb1b33']",9,,,,,,,,,,,,,,,,,RB Leipzig,182,00:33:09.968,Pressure,
433,,,,,,,,,,,,,,,,,,1.387856,,,,,,,,,,,,925b0ebd-1800-4ba8-83b4-65262feb1b33,1456,,,"[53.6, 42.3]",3895052,33,,,,1.5799285,,Right Foot,,,"[53.4, 64.2]",,Ground Pass,,21.900913,,,,,Odilon Kossonou,27133.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,58,Bayer Leverkusen,904,"['4d028ece-0b57-4060-bd26-85e15ce56ac8', 'b046a3f2-690e-49eb-a6c8-5d8033a9e2b2']",10,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:10.073,Pass,True
1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b046a3f2-690e-49eb-a6c8-5d8033a9e2b2,1457,,,"[53.4, 64.2]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,58,Bayer Leverkusen,904,['925b0ebd-1800-4ba8-83b4-65262feb1b33'],11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:11.461,Ball Receipt*,
2467,,,,,,"[54.2, 66.6]",,,,,,,,,,,,0.673763,,,,,,,,,,,,65e95056-7046-4d01-8744-724e1af3e994,1458,,,"[53.4, 64.2]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,58,Bayer Leverkusen,904,"['39611dab-6129-44c1-9dca-3347244f099f', 'b046a3f2-690e-49eb-a6c8-5d8033a9e2b2']",11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:11.461,Carry,
434,,,,,,,,,,,,,,,,,,1.715638,,,,,,,,,,,,39611dab-6129-44c1-9dca-3347244f099f,1459,,,"[54.2, 66.6]",3895052,33,,,,0.41085118,,Right Foot,,,"[64.3, 71.0]",,Ground Pass,,11.016806,,,,,Jonas Hofmann,8804.0,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,58,Bayer Leverkusen,904,['d2241c7a-a0a4-401c-8ba0-68c7fcae6219'],12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:12.135,Pass,
1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2241c7a-a0a4-401c-8ba0-68c7fcae6219,1460,,,"[64.3, 71.0]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Wing,58,Bayer Leverkusen,904,['39611dab-6129-44c1-9dca-3347244f099f'],13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:13.850,Ball Receipt*,
2468,,,,,,"[90.2, 66.0]",,,,,,,,,,,,4.034695,,,,,,,,,,,,f7a00ca2-8c66-499d-bb10-f640cbdaad02,1461,,,"[64.3, 71.0]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Wing,58,Bayer Leverkusen,904,"['478b18ae-e667-4b39-802b-cabbaa62d3c0', 'd2241c7a-a0a4-401c-8ba0-68c7fcae6219']",13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:13.850,Carry,
435,,,,,,,,,,,,,,,,,,0.728554,,,,,,,,,,,,478b18ae-e667-4b39-802b-cabbaa62d3c0,1462,,,"[90.2, 66.0]",3895052,33,,,,-0.9694389,,Right Foot,,,"[99.6, 52.3]",,Ground Pass,,16.614752,,,,,Florian Wirtz,40724.0,,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Wing,58,Bayer Leverkusen,904,['8b48efcf-fe73-4768-9b10-51bcc4ef59ab'],17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:17.885,Pass,
1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b48efcf-fe73-4768-9b10-51bcc4ef59ab,1463,,,"[99.6, 52.3]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,58,Bayer Leverkusen,904,['478b18ae-e667-4b39-802b-cabbaa62d3c0'],18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:18.614,Ball Receipt*,
436,,,,,,,,,,,,,,,,,,0.986551,,,,,,,,,,,,5b5f395d-725e-4048-8e4c-1b4c4d197fb3,1464,,,"[99.6, 52.5]",3895052,33,,,,0.378294,,Left Foot,,,"[107.4, 55.6]",,Ground Pass,,8.39345,,,,,Jeremie Frimpong,32712.0,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,58,Bayer Leverkusen,904,['385bc3be-a158-4129-a716-274c40a1aebd'],18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:18.614,Pass,
1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385bc3be-a158-4129-a716-274c40a1aebd,1465,,,"[107.4, 55.6]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,58,Bayer Leverkusen,904,['5b5f395d-725e-4048-8e4c-1b4c4d197fb3'],19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:19.600,Ball Receipt*,
2469,,,,,,"[108.9, 55.0]",,,,,,,,,,,,0.039274,,,,,,,,,,,,baa569b7-e217-41ef-9e1a-a55ece75d616,1466,,,"[107.4, 55.6]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,58,Bayer Leverkusen,904,"['385bc3be-a158-4129-a716-274c40a1aebd', '5b6d8624-4d3f-475a-b6bd-9e87a88a5f60']",19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:19.600,Carry,
437,,,,,,,,,,,,,,,,,,1.077624,,,,,,,,,,,,5b6d8624-4d3f-475a-b6bd-9e87a88a5f60,1467,,,"[108.9, 55.0]",3895052,33,,,,-1.7014759,,Right Foot,,,"[106.6, 37.5]",,Ground Pass,,17.650496,,,,,Victor Okoh Boniface,32289.0,,,,,,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,58,Bayer Leverkusen,904,['b57dc544-2504-4305-a457-06bdf3a4c752'],19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:19.640,Pass,
1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b57dc544-2504-4305-a457-06bdf3a4c752,1468,,,"[106.6, 37.5]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Okoh Boniface,32289.0,Center Forward,58,Bayer Leverkusen,904,['5b6d8624-4d3f-475a-b6bd-9e87a88a5f60'],20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:20.717,Ball Receipt*,
2470,,,,,,"[105.2, 36.7]",,,,,,,,,,,,0.04,,,,,,,,,,,,468ed385-ffe1-4768-895f-ed99cd0fa9bb,1469,,,"[106.6, 37.5]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Okoh Boniface,32289.0,Center Forward,58,Bayer Leverkusen,904,"['9c430ac3-191f-4170-b3cb-fe86d10ba29a', 'b57dc544-2504-4305-a457-06bdf3a4c752']",20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:20.717,Carry,
3005,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9c430ac3-191f-4170-b3cb-fe86d10ba29a,1470,,,"[105.2, 36.7]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Okoh Boniface,32289.0,Center Forward,58,Bayer Leverkusen,904,,20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:20.757,Miscontrol,
3171,,,,,,,,,,,,,,,,,,0.485542,,,,,,,,,,,,87c7ad15-7a6a-4099-94e9-b79f5b2fbe51,1471,,,"[20.3, 46.0]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavi Simons,39167.0,Right Midfield,58,Bayer Leverkusen,904,"['2d2f6b55-8d1d-4fa2-b4d5-962292a340c2', 'c4646c6d-3ed0-4c4e-bd24-98b8157fce90']",21,,,,,,,,,,,,,,,,,RB Leipzig,182,00:33:21.536,Pressure,
3456,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2d2f6b55-8d1d-4fa2-b4d5-962292a340c2,1472,,,"[104.0, 32.1]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,58,Bayer Leverkusen,904,['87c7ad15-7a6a-4099-94e9-b79f5b2fbe51'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:33:21.907,Ball Recovery,True
3517,,,,,,,,,,,,,,,,,,0.315404,,,,,,,,,,,,c4646c6d-3ed0-4c4e-bd24-98b8157fce90,1473,,,"[102.4, 33.6]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,58,Bayer Leverkusen,904,"['87c7ad15-7a6a-4099-94e9-b79f5b2fbe51', 'bd4bcca7-c7af-4835-be6e-9587b24daa22', 'd2ce0b79-f5a7-43b7-8409-03ebd6c38e3c']",21,,Right Foot,"[108.2, 35.9]",True,"[{'location': [88.7, 53.3], 'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [91.3, 38.0], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 57.0], 'player': {'id': 12034, 'name': 'David Raum'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 50.0], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 42.0], 'player': {'id': 30360, 'name': 'Mohamed Simakan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 50.0], 'player': {'id': 39460, 'name': 'Nicolas Seiwald'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 38.2], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 41.7], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.3, 62.8], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.2, 35.5], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.8, 39.0], 'player': {'id': 15155, 'name': 'Janis Blaswich'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 56.4], 'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.2, 61.2], 'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.8, 48.0], 'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.9, 40.2], 'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.12706259,Normal,Open Play,,,,,,Bayer Leverkusen,904,00:33:21.947,Shot,True
3027,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bd4bcca7-c7af-4835-be6e-9587b24daa22,1474,,,"[11.9, 44.2]",3895052,33,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Henrichs,8211.0,Right Back,58,Bayer Leverkusen,904,['c4646c6d-3ed0-4c4e-bd24-98b8157fce90'],22,,,,,,,,,,,,,,,,,RB Leipzig,182,00:33:22.262,Block,
3545,,,,,,,,,,,,,,,,,,0.0,,,,,,,"[2.3, 41.1]",,Set,,Shot Faced,d2ce0b79-f5a7-43b7-8409-03ebd6c38e3c,1475,,,"[2.3, 41.1]",3895052,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Janis Blaswich,15155.0,Goalkeeper,58,Bayer Leverkusen,904,['c4646c6d-3ed0-4c4e-bd24-98b8157fce90'],22,,,,,,,,,,,,,,,,,RB Leipzig,182,00:33:22.302,Goal Keeper,
438,,,,,,,,,,,,,,,,,,1.596493,,,,,,,,,,,,9cc092e4-e4fd-4908-a9c2-2a5ec01fe08f,1476,,,"[120.0, 0.1]",3895052,34,,,,1.7451854,64390818-5404-4d83-ab41-07af760ffa7d,Right Foot,,,"[112.9, 40.4]",True,High Pass,True,40.920654,,,,,Jonathan Tah,8221.0,,True,Inswinging,,Corner,1,From Corner,Jonas Hofmann,8804.0,Right Wing,59,Bayer Leverkusen,904,['93389c81-4beb-4744-bc96-ae8fd5299b50'],1,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:34:01.538,Pass,
1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93389c81-4beb-4744-bc96-ae8fd5299b50,1477,,,"[112.9, 40.4]",3895052,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jonathan Tah,8221.0,Center Back,59,Bayer Leverkusen,904,['9cc092e4-e4fd-4908-a9c2-2a5ec01fe08f'],3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:34:03.134,Ball Receipt*,
3518,,,,,,,,,,,,,,,,,,0.478338,,,,,,,,,,,,64390818-5404-4d83-ab41-07af760ffa7d,1478,,,"[112.9, 40.4]",3895052,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jonathan Tah,8221.0,Center Back,59,Bayer Leverkusen,904,['0a041d7c-1214-4d76-b507-1b8a03d487e3'],3,,Head,"[120.0, 43.2, 1.5]",,"[{'location': [100.7, 41.2], 'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.5, 37.6], 'player': {'id': 30360, 'name': 'Mohamed Simakan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 30.5], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.8, 35.2], 'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.8, 39.2], 'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.8, 39.0], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 32.2], 'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.8, 2.1], 'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.6, 43.8], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.2, 43.1], 'player': {'id': 12034, 'name': 'David Raum'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 37.2], 'player': {'id': 39460, 'name': 'Nicolas Seiwald'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 33.2], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 37.4], 'player': {'id': 16275, 'name': 'Ikoma Loïs Openda'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.6, 33.6], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 30.5], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.5, 39.6], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15155, 'name': 'Janis Blaswich'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9cc092e4-e4fd-4908-a9c2-2a5ec01fe08f,,Goal,0.15772732,Normal,Open Play,,,,,,Bayer Leverkusen,904,00:34:03.174,Shot,
3546,,,,,,,,,,,,,,,,,,0.0,,,,,,,,No Touch,Set,Standing,Goal Conceded,0a041d7c-1214-4d76-b507-1b8a03d487e3,1479,,,"[1.1, 40.1]",3895052,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Janis Blaswich,15155.0,Goalkeeper,59,Bayer Leverkusen,904,['64390818-5404-4d83-ab41-07af760ffa7d'],3,,,,,,,,,,,,,,,,,RB Leipzig,182,00:34:03.653,Goal Keeper,
439,,,,,,,,,,,,,,,,,,2.445613,,,,,,,,,,,,b6996bfd-2a1c-4520-910b-d517597257da,1480,,,"[61.0, 40.1]",3895052,35,True,,,2.470735,,Right Foot,,,"[35.8, 60.1]",,Ground Pass,,32.17204,,,,,Xaver Schlager,8769.0,,,,,Kick Off,1,From Kick Off,Ikoma Loïs Openda,16275.0,Right Center Forward,60,RB Leipzig,182,['91a482e6-efb7-4fc4-a4c3-5ea6552fbf97'],0,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:00.629,Pass,
