,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
21,,,,,,,,,,,,,,,,,,0.950807,,,,,,,,,,,,d626a450-651a-452f-8bd2-40bd73e5570f,49,,,"[54.6, 46.2]",3895052,0,,,,1.2146753,,Right Foot,,,"[62.3, 66.9]",,Ground Pass,,22.085743,,,,,Xavi Simons,39167.0,,,,,,1,From Throw In,Mohamed Simakan,30360.0,Right Center Back,3,RB Leipzig,182,['437f9130-077f-43ac-81f2-d1c218161259'],54,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:54.430,Pass,
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437f9130-077f-43ac-81f2-d1c218161259,50,,,"[62.3, 66.9]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavi Simons,39167.0,Right Midfield,3,RB Leipzig,182,['d626a450-651a-452f-8bd2-40bd73e5570f'],55,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:55.381,Ball Receipt*,
2118,,,,,,"[64.1, 66.5]",,,,,,,,,,,,1.41751,,,,,,,,,,,,def5f329-5561-402c-a454-962f20833a5e,51,,,"[62.3, 66.9]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavi Simons,39167.0,Right Midfield,3,RB Leipzig,182,"['437f9130-077f-43ac-81f2-d1c218161259', '842b2425-b726-4944-88b7-6e59c5144f28']",55,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:55.381,Carry,
22,,,,,,,,,,,,,,,,,,1.08375,,,,,,,,,,,,842b2425-b726-4944-88b7-6e59c5144f28,52,,,"[64.1, 66.5]",3895052,0,,,,0.69473827,,Right Foot,,,"[74.3, 75.0]",,Ground Pass,,13.277425,,,,,Benjamin Henrichs,8211.0,,,,,,1,From Throw In,Xavi Simons,39167.0,Right Midfield,3,RB Leipzig,182,['df30aec4-f392-4ae8-8617-ebfbcfafc297'],56,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:56.798,Pass,
1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df30aec4-f392-4ae8-8617-ebfbcfafc297,53,,,"[74.3, 75.0]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Henrichs,8211.0,Right Back,3,RB Leipzig,182,['842b2425-b726-4944-88b7-6e59c5144f28'],57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:57.882,Ball Receipt*,
2119,,,,,,"[68.7, 76.2]",,,,,,,,,,,,1.632606,,,,,,,,,,,,47099e16-f149-4698-ab0f-18dd33415330,54,,,"[74.3, 75.0]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Henrichs,8211.0,Right Back,3,RB Leipzig,182,"['36a42e6a-c56b-4d28-9ed5-75fef386b165', '5ba85175-4aee-426a-bece-2a16c73e89b7', 'df30aec4-f392-4ae8-8617-ebfbcfafc297']",57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:57.882,Carry,True
3051,,,,,,,,,,,,,,,,,,0.840648,,,,,,,,,,,,36a42e6a-c56b-4d28-9ed5-75fef386b165,55,,,"[47.4, 4.3]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,RB Leipzig,182,['47099e16-f149-4698-ab0f-18dd33415330'],58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:58.486,Pressure,
3347,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b7b039ca-bac1-4467-af8e-0fd8796bb6c9,56,,,"[51.4, 3.9]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,RB Leipzig,182,['5ba85175-4aee-426a-bece-2a16c73e89b7'],59,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:59.515,Foul Committed,
3373,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5ba85175-4aee-426a-bece-2a16c73e89b7,57,,,"[68.7, 76.2]",3895052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Henrichs,8211.0,Right Back,3,RB Leipzig,182,['b7b039ca-bac1-4467-af8e-0fd8796bb6c9'],59,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:59.515,Foul Won,True
23,,,,,,,,,,,,,,,,,,1.550112,,,,,,,,,,,,65416e96-ab82-45f6-83ec-f23beb6e7403,58,,,"[63.9, 75.4]",3895052,1,,,,-2.9157012,,Right Foot,,,"[47.8, 71.7]",,Ground Pass,,16.519686,,,,,Mohamed Simakan,30360.0,,,,,Free Kick,1,From Free Kick,Benjamin Henrichs,8211.0,Right Back,4,RB Leipzig,182,['253d7c12-c293-456e-b02f-30065daeb31a'],12,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:12.416,Pass,
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253d7c12-c293-456e-b02f-30065daeb31a,59,,,"[47.8, 71.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,['65416e96-ab82-45f6-83ec-f23beb6e7403'],13,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:13.966,Ball Receipt*,
2120,,,,,,"[43.0, 70.5]",,,,,,,,,,,,1.837416,,,,,,,,,,,,ef8e2d33-6773-4093-9d0c-aa253f6492c6,60,,,"[47.8, 71.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,"['253d7c12-c293-456e-b02f-30065daeb31a', '7c9e8cf2-07c3-471b-8da6-681419a22208']",13,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:13.966,Carry,
24,,,,,,,,,,,,,,,,,,1.806188,,,,,,,,,,,,7c9e8cf2-07c3-471b-8da6-681419a22208,61,,,"[43.0, 70.5]",3895052,1,,,,-2.2362375,,Right Foot,,,"[23.3, 45.4]",,Ground Pass,,31.907679,,,,,Janis Blaswich,15155.0,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,['a84cf4b4-83d9-478a-aa80-3a0eae44c904'],15,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:15.803,Pass,
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a84cf4b4-83d9-478a-aa80-3a0eae44c904,62,,,"[23.3, 45.4]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Janis Blaswich,15155.0,Goalkeeper,4,RB Leipzig,182,['7c9e8cf2-07c3-471b-8da6-681419a22208'],17,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:17.610,Ball Receipt*,
2121,,,,,,"[19.9, 39.6]",,,,,,,,,,,,3.519998,,,,,,,,,,,,1ea7e806-c0fc-48a8-829a-af9ea7b3aa73,63,,,"[23.3, 45.4]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Janis Blaswich,15155.0,Goalkeeper,4,RB Leipzig,182,"['a84cf4b4-83d9-478a-aa80-3a0eae44c904', 'e8cfafef-37c7-4e00-be7f-4bee056a1e72']",17,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:17.610,Carry,
25,,,,,,,,,,,,,,,,,,1.44511,,,,,,,,,,,,e8cfafef-37c7-4e00-be7f-4bee056a1e72,64,,,"[19.9, 39.6]",3895052,1,,,,1.5602148,,Left Foot,,,"[20.1, 58.5]",,Ground Pass,,18.901058,,,,,Mohamed Simakan,30360.0,,,,,,1,From Free Kick,Janis Blaswich,15155.0,Goalkeeper,4,RB Leipzig,182,['2a4589ee-8a60-4838-bb5f-949f057a46be'],21,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:21.130,Pass,
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a4589ee-8a60-4838-bb5f-949f057a46be,65,,,"[20.1, 58.5]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,['e8cfafef-37c7-4e00-be7f-4bee056a1e72'],22,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:22.575,Ball Receipt*,
2122,,,,,,"[19.5, 60.1]",,,,,,,,,,,,0.528453,,,,,,,,,,,,fe0f397f-f5e0-4759-9e45-af76f196daa7,66,,,"[20.1, 58.5]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,"['2a4589ee-8a60-4838-bb5f-949f057a46be', 'c5a4b0aa-b03e-4e82-a80a-ea91e7ecf394']",22,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:22.575,Carry,
26,,,,,,,,,,,,,,,,,,1.052511,,,,,,,,,,,,c5a4b0aa-b03e-4e82-a80a-ea91e7ecf394,67,,,"[19.5, 60.1]",3895052,1,,,,1.0149934,,Right Foot,,,"[29.5, 76.2]",,Ground Pass,,18.952837,,,,,Benjamin Henrichs,8211.0,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,['6c237c16-6750-4dc1-9995-bd07debf26c1'],23,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:23.103,Pass,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c237c16-6750-4dc1-9995-bd07debf26c1,68,,,"[29.5, 76.2]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin Henrichs,8211.0,Right Back,4,RB Leipzig,182,['c5a4b0aa-b03e-4e82-a80a-ea91e7ecf394'],24,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:24.156,Ball Receipt*,
2123,,,,,,"[29.5, 76.4]",,,,,,,,,,,,1.049911,,,,,,,,,,,,587dfd13-6676-4362-a28f-be1edea9a6c6,69,,,"[29.5, 76.2]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin Henrichs,8211.0,Right Back,4,RB Leipzig,182,"['5f38e18f-86ae-43b3-a606-39c39db57cee', '6c237c16-6750-4dc1-9995-bd07debf26c1']",24,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:24.156,Carry,
27,,,,,,,,,,,,,,,,,,0.981677,,,,,,,,,,,,5f38e18f-86ae-43b3-a606-39c39db57cee,70,,,"[29.5, 76.4]",3895052,1,,,,-1.2019342,,Right Foot,,,"[34.1, 64.5]",,Ground Pass,,12.758135,,,,,Nicolas Seiwald,39460.0,,,,,,1,From Free Kick,Benjamin Henrichs,8211.0,Right Back,4,RB Leipzig,182,['4d769c60-6b01-42c7-ba36-1565e549eae8'],25,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:25.206,Pass,
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d769c60-6b01-42c7-ba36-1565e549eae8,71,,,"[34.1, 64.5]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolas Seiwald,39460.0,Right Defensive Midfield,4,RB Leipzig,182,['5f38e18f-86ae-43b3-a606-39c39db57cee'],26,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:26.187,Ball Receipt*,
28,,,,,,,,,,,,,,,,,,1.323297,,,,,,,,,,,,c241d9b6-58dd-4ea2-8b5e-16e7aef4e822,72,,,"[35.8, 63.5]",3895052,1,,,,3.0858366,,Right Foot,,,"[14.3, 64.7]",,Ground Pass,,21.533463,,,,,Mohamed Simakan,30360.0,,,,,,1,From Free Kick,Nicolas Seiwald,39460.0,Right Defensive Midfield,4,RB Leipzig,182,['f1de8ed7-dd06-4972-8198-fc3268ff24cf'],26,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:26.187,Pass,
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1de8ed7-dd06-4972-8198-fc3268ff24cf,73,,,"[14.3, 64.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,['c241d9b6-58dd-4ea2-8b5e-16e7aef4e822'],27,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:27.511,Ball Receipt*,
2124,,,,,,"[13.5, 60.7]",,,,,,,,,,,,0.932537,,,,,,,,,,,,a8d82eb3-1443-4b6d-b31d-5118f044f4bc,74,,,"[14.3, 64.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,"['0376753a-5e29-4cd4-a4d7-008663a3ef13', 'f1de8ed7-dd06-4972-8198-fc3268ff24cf']",27,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:27.511,Carry,
29,,,,,,,,,,,,,,,,,,1.298882,,,,,,,,,,,,0376753a-5e29-4cd4-a4d7-008663a3ef13,75,,,"[13.5, 60.7]",3895052,1,,,,-1.8988163,,Right Foot,,,"[7.0, 41.6]",,Ground Pass,,20.175728,,,,,Janis Blaswich,15155.0,,,,,,1,From Free Kick,Mohamed Simakan,30360.0,Right Center Back,4,RB Leipzig,182,['d8fa0a0f-dbd5-4d56-849d-e542d0f4c863'],28,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:28.443,Pass,
1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8fa0a0f-dbd5-4d56-849d-e542d0f4c863,76,,,"[7.0, 41.6]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Janis Blaswich,15155.0,Goalkeeper,4,RB Leipzig,182,['0376753a-5e29-4cd4-a4d7-008663a3ef13'],29,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:29.742,Ball Receipt*,
2125,,,,,,"[9.0, 38.8]",,,,,,,,,,,,1.151051,,,,,,,,,,,,4365972f-a6eb-41f4-8405-84a44f9c3f15,77,,,"[7.0, 41.6]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Janis Blaswich,15155.0,Goalkeeper,4,RB Leipzig,182,"['d8fa0a0f-dbd5-4d56-849d-e542d0f4c863', 'e9349458-19c1-433d-a74b-514a898592ca']",29,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:29.742,Carry,
30,,,,,,,,,,,,,,,,,,2.283042,,,,,,,,,,,,e9349458-19c1-433d-a74b-514a898592ca,78,,,"[9.0, 38.8]",3895052,1,,,,-1.6235775,,Right Foot,,,"[7.6, 12.3]",,Ground Pass,,26.536955,,,,,Willi Orban,8509.0,,,,,,1,From Free Kick,Janis Blaswich,15155.0,Goalkeeper,4,RB Leipzig,182,['05cd20fa-12bd-4596-bee5-f161b155bfcc'],30,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:30.893,Pass,
1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05cd20fa-12bd-4596-bee5-f161b155bfcc,79,,,"[7.6, 12.3]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Willi Orban,8509.0,Left Center Back,4,RB Leipzig,182,['e9349458-19c1-433d-a74b-514a898592ca'],33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:33.176,Ball Receipt*,
2126,,,,,,"[8.0, 9.7]",,,,,,,,,,,,0.04241,,,,,,,,,,,,c5f54ab2-8a92-40ea-8281-2ef5c18edb30,80,,,"[7.6, 12.3]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Willi Orban,8509.0,Left Center Back,4,RB Leipzig,182,"['05cd20fa-12bd-4596-bee5-f161b155bfcc', 'edee64bb-b610-4ca3-ae10-9c2b105e12c6']",33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:33.176,Carry,
31,,,,,,,,,,,,,,,,,,0.856747,,,,,,,,,,,,edee64bb-b610-4ca3-ae10-9c2b105e12c6,81,,,"[8.0, 9.7]",3895052,1,,,,-0.41012734,,Left Foot,,,"[14.9, 6.7]",,Ground Pass,,7.5239615,,,,,David Raum,12034.0,,,,,,1,From Free Kick,Willi Orban,8509.0,Left Center Back,4,RB Leipzig,182,['2b9c84e1-253a-4b23-ade6-906d178e7dbf'],33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:33.218,Pass,
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b9c84e1-253a-4b23-ade6-906d178e7dbf,82,,,"[14.9, 6.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Raum,12034.0,Left Back,4,RB Leipzig,182,['edee64bb-b610-4ca3-ae10-9c2b105e12c6'],34,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:34.075,Ball Receipt*,
2127,,,,,,"[14.1, 6.1]",,,,,,,,,,,,0.609921,,,,,,,,,,,,f37a2ea2-ffd2-4be1-ae29-4d6fcdaa75c8,83,,,"[14.9, 6.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Raum,12034.0,Left Back,4,RB Leipzig,182,"['28947f12-5bda-4d7a-8819-ae670f2b2ca1', '2b9c84e1-253a-4b23-ade6-906d178e7dbf', 'bd1d1124-a984-42f1-b66b-28b07f32153e']",34,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:34.075,Carry,True
3052,,,,,,,,,,,,,,,,,,0.19591,,,,,,,,,,,,28947f12-5bda-4d7a-8819-ae670f2b2ca1,84,,,"[104.8, 72.2]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonas Hofmann,8804.0,Right Wing,4,RB Leipzig,182,['f37a2ea2-ffd2-4be1-ae29-4d6fcdaa75c8'],34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:34.353,Pressure,
32,,,,,,,,,,,,,,,,,,0.223995,,,,,,,,,,,,bd1d1124-a984-42f1-b66b-28b07f32153e,85,,,"[14.1, 6.1]",3895052,1,,,,-0.09347678,,Left Foot,,,"[20.5, 5.5]",,Low Pass,,6.4280634,,,Incomplete,,Timo Werner,5557.0,,,,,,1,From Free Kick,David Raum,12034.0,Left Back,4,RB Leipzig,182,"['6db048b0-fb35-4772-b8a4-385ff5d3bf54', 'e4c17700-43bb-43a3-ac49-f13944a9566e']",34,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:34.685,Pass,
1112,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,6db048b0-fb35-4772-b8a4-385ff5d3bf54,86,,,"[33.1, 5.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Timo Werner,5557.0,Left Midfield,4,RB Leipzig,182,['bd1d1124-a984-42f1-b66b-28b07f32153e'],34,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:34.909,Ball Receipt*,
3398,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e4c17700-43bb-43a3-ac49-f13944a9566e,87,,Lost Out,"[99.6, 74.6]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jeremie Frimpong,32712.0,Right Wing Back,4,RB Leipzig,182,['bd1d1124-a984-42f1-b66b-28b07f32153e'],34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:34.909,Interception,
33,,,,,,,,,,,,,,,,,,2.086732,,,,,,,,,,,,72e045c1-5699-46b1-b609-47e88ca8b9c6,88,,,"[28.3, 0.1]",3895052,1,,,,2.5764432,,,,,"[7.8, 13.1]",,Low Pass,,24.274471,,,,,Willi Orban,8509.0,,,,,Throw-in,1,From Throw In,David Raum,12034.0,Left Back,5,RB Leipzig,182,['cbdba06b-9e29-414c-bc4f-9580fbb9f441'],45,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:45.676,Pass,
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbdba06b-9e29-414c-bc4f-9580fbb9f441,89,,,"[7.8, 13.1]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Willi Orban,8509.0,Left Center Back,5,RB Leipzig,182,['72e045c1-5699-46b1-b609-47e88ca8b9c6'],47,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:47.763,Ball Receipt*,
2128,,,,,,"[5.4, 14.7]",,,,,,,,,,,,1.286452,,,,,,,,,,,,2526c2b2-3b7c-436a-b75d-14c0e76b7337,90,,,"[7.8, 13.1]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Willi Orban,8509.0,Left Center Back,5,RB Leipzig,182,"['a08bd5e4-b884-40a9-99e7-2e6ec11c9468', 'cbdba06b-9e29-414c-bc4f-9580fbb9f441']",47,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:47.763,Carry,
34,,,,,,,,,,,,,,,,,,0.844245,,,,,,,,,,,,a08bd5e4-b884-40a9-99e7-2e6ec11c9468,91,,,"[5.4, 14.7]",3895052,1,,,,0.348771,,Right Foot,,,"[21.9, 20.7]",,Ground Pass,,17.55705,,,,,Xaver Schlager,8769.0,,,,,,1,From Throw In,Willi Orban,8509.0,Left Center Back,5,RB Leipzig,182,['6a9dcea1-2952-4c3a-98e4-4c6c65274736'],49,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:49.050,Pass,
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a9dcea1-2952-4c3a-98e4-4c6c65274736,92,,,"[21.9, 20.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xaver Schlager,8769.0,Left Defensive Midfield,5,RB Leipzig,182,['a08bd5e4-b884-40a9-99e7-2e6ec11c9468'],49,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:49.894,Ball Receipt*,
2129,,,,,,"[17.7, 22.7]",,,,,,,,,,,,0.882276,,,,,,,,,,,,b4b06f9a-98a5-44e6-ba3e-b31d9951b125,93,,,"[21.9, 20.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xaver Schlager,8769.0,Left Defensive Midfield,5,RB Leipzig,182,"['6a9dcea1-2952-4c3a-98e4-4c6c65274736', '97be3159-7459-47e2-a9a3-236c8c402e2e']",49,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:49.894,Carry,
35,,,,,,,,,,,,,,,,,,0.067414,,,,,,,,,,,,97be3159-7459-47e2-a9a3-236c8c402e2e,94,,,"[17.7, 22.7]",3895052,1,,,,0.67474097,,Right Foot,,,"[19.7, 24.3]",,Low Pass,,2.5612497,,,Incomplete,,,,,,,,,1,From Throw In,Xaver Schlager,8769.0,Left Defensive Midfield,5,RB Leipzig,182,['c3323881-9112-4b7d-b3cf-06062fcb5902'],50,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:50.776,Pass,
3019,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c3323881-9112-4b7d-b3cf-06062fcb5902,95,,,"[100.4, 55.8]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,5,RB Leipzig,182,['97be3159-7459-47e2-a9a3-236c8c402e2e'],50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:50.844,Block,
36,,,,,,,,,,,,,,,,,,0.863757,,,,,,,,,,,,6aa04e2b-f226-4e4c-84a1-6438d188c9a6,96,,,"[94.4, 61.6]",3895052,1,,,,-1.3481354,,Left Foot,,,"[98.0, 45.7]",,Ground Pass,,16.302454,,,,,Florian Wirtz,40724.0,,,,,Recovery,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,6,Bayer Leverkusen,904,['c7d7a1e8-0f1a-4674-8818-e29ff292795b'],52,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:52.588,Pass,
1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7d7a1e8-0f1a-4674-8818-e29ff292795b,97,,,"[98.0, 45.7]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,6,Bayer Leverkusen,904,['6aa04e2b-f226-4e4c-84a1-6438d188c9a6'],53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:53.452,Ball Receipt*,
37,,,,,,,,,,,,,,,,,,0.527295,,,,,,,,,,,,97d8e43c-7f14-4447-ae06-290765162250,98,,,"[99.0, 45.7]",3895052,1,,,,1.541393,,Right Foot,,,"[99.2, 52.5]",,Ground Pass,,6.8029404,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,6,Bayer Leverkusen,904,['c8ff62dc-59ef-4080-baee-5f6217dbc1bb'],53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:53.452,Pass,
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8ff62dc-59ef-4080-baee-5f6217dbc1bb,99,,,"[99.2, 52.5]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['97d8e43c-7f14-4447-ae06-290765162250'],53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:53.979,Ball Receipt*,
2130,,,,,,"[100.0, 52.5]",,,,,,,,,,,,0.024301002,,,,,,,,,,,,b248d17d-7408-44b7-80ac-950b87e98a57,100,,,"[99.2, 52.5]",3895052,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Bayer Leverkusen,904,"['c8ff62dc-59ef-4080-baee-5f6217dbc1bb', 'ed61d850-a665-4e5e-a9b4-fa4860cd73a9']",53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:53.979,Carry,
38,,,,,,,,,,,,,,,,,,0.507662,,,,,,,,,,,,ed61d850-a665-4e5e-a9b4-fa4860cd73a9,101,,,"[100.0, 52.5]",3895052,1,,,,-1.6642731,,Left Foot,,,"[99.4, 46.1]",,Ground Pass,,6.4280634,,,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['c9f142b4-0f18-423c-9272-741f44713316'],54,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:54.004,Pass,
